split,mechanism,alpha,P_gradient_norm,Q_gradient_norm,absolute_bias,rho_Q,rho_P,oracle_ipw_bias,rho_Q_squared_derivative_numerator,rho_P_squared_derivative_numerator
diagnostic,edit,0.0,0.005397797168282855,0.009707100381595342,0.004835649966109793,0.4981559658410645,0.8958561826894484,3.5789247403423404e-19,4.1420822760966463e-10,2.0363390918767118e-10
diagnostic,edit,0.05,0.005372784031937765,0.009649893663088886,0.004824422549473913,0.4999456696530724,0.8979371813189969,1.2566317037708978e-18,2.1287686409262246e-10,-7.746472184906894e-11
diagnostic,edit,0.1,0.005409561661877123,0.009625470810087734,0.0048184720331671356,0.5005959841587444,0.8907324353328697,1.2200067966882264e-18,1.1795150789651124e-11,-3.5739400567309273e-10
diagnostic,edit,0.15000000000000002,0.005506892193364462,0.009634081151783528,0.004817817969824321,0.5000806920681183,0.8748705804754192,1.2462713661314502e-18,-1.890369122992492e-10,-6.361539422844004e-10
diagnostic,edit,0.2,0.005661653558891462,0.00967563649993235,0.004822462514495822,0.49841294828816063,0.8517763343047166,1.271683553658859e-18,-3.8961932517407875e-10,-9.137445316829911e-10
diagnostic,edit,0.25,0.0058693045199887635,0.009749715607896904,0.00483239038928761,0.4956442406764721,0.8233327088124678,3.8628603732988774e-19,-5.899520878348375e-10,-1.1901657738688658e-09
diagnostic,edit,0.30000000000000004,0.006124467749257472,0.009855585112375918,0.004847569133354167,0.4918601055219894,0.7915086390881696,1.4545643099237046e-18,-7.900352002815257e-10,-1.4654176688420245e-09
diagnostic,edit,0.35000000000000003,0.006421481917043116,0.009992234589723977,0.004867949628768113,0.4871732729107778,0.7580726211886066,1.3735700578830084e-18,-9.898686625141425e-10,-1.7395002166024663e-09
diagnostic,edit,0.4,0.006754828639278021,0.010158421973970115,0.004893466882610533,0.4817152600226222,0.7244398257797349,1.414898007908672e-18,-1.1894524745326887e-09,-2.0124134171501924e-09
diagnostic,edit,0.45,0.007119406226434325,0.010352724888780458,0.004924041036749721,0.4756275366774253,0.6916364764334949,1.4741270682420953e-18,-1.388786636337164e-09,-2.2841572704852015e-09
diagnostic,edit,0.5,0.007510668094374515,0.01057359347434363,0.004959578569736672,0.46905326763043015,0.6603378697364344,4.2702387345196603e-19,-1.5878711479275686e-09,-2.554731776607495e-09
diagnostic,edit,0.55,0.007924662804599383,0.010819400908320346,0.0049999736503899845,0.4621303612610288,0.6309383469903675,1.4580492262080043e-18,-1.7867060093039024e-09,-2.8241369355170717e-09
diagnostic,edit,0.6000000000000001,0.00835801298427017,0.011088488796297539,0.00504510960011811,0.4549862197455327,0.6036254800767881,1.9896483296452657e-18,-1.9852912204661654e-09,-3.0923727472139326e-09
diagnostic,edit,0.65,0.008807862207127164,0.011379205696033512,0.005094860420779007,0.4477342757372722,0.5784446101638985,1.9276865714756962e-18,-2.183626781414357e-09,-3.359439211698076e-09
diagnostic,edit,0.7000000000000001,0.009271809284607377,0.011689938044148905,0.005149092346680501,0.44047216736599776,0.555349251545627,2.0228042665088727e-18,-2.3817126921484782e-09,-3.6253363289695044e-09
diagnostic,edit,0.75,0.009747841468571725,0.012019133554287971,0.0052076653828249915,0.4332812643526283,0.5342378001955781,5.655003912344898e-19,-2.579548952668528e-09,-3.890064099028216e-09
diagnostic,edit,0.8,0.010234272534897787,0.012365317708492352,0.005270434796267831,0.42622720422688043,0.5149789375157058,2.031706955580513e-18,-2.777135562974508e-09,-4.153622521874211e-09
diagnostic,edit,0.8500000000000001,0.010729688274903549,0.01272710428119729,0.0053372525330318155,0.4193611064314874,0.49742848033297526,2.0574133150376504e-18,-2.9744725230664165e-09,-4.41601159750749e-09
diagnostic,edit,0.9,0.011232899971535582,0.013103200962106896,0.005407968538962209,0.41272117817634757,0.4814401047517668,2.0554240117613742e-18,-3.1715598329442535e-09,-4.677231325928052e-09
diagnostic,edit,0.9500000000000001,0.011742905441172881,0.013492411135101825,0.005482431968831214,0.4063344878787552,0.46687184839356327,2.3350887471116352e-18,-3.3683974926080205e-09,-4.937281707135899e-09
diagnostic,edit,1.0,0.012258856788706446,0.013893632776932518,0.005560492273596522,0.4002187450087612,0.45358978976890924,6.566821892055573e-19,-3.5649855020577163e-09,-5.196162741131028e-09
diagnostic,length,0.0,0.005397797168282855,0.005244069532233458,0.0009477484513009532,0.18072766683879293,0.17558059737217777,1.4479796901539124e-19,4.415040158589116e-12,6.3468953912318044e-12
diagnostic,length,0.05,0.005372784031937765,0.005227824623658431,0.0009457294418671289,0.18090305431962014,0.17602223283969207,1.1583228478774824e-18,-2.4976100295194115e-12,-1.1181519208330085e-12
diagnostic,length,0.1,0.005409561661877123,0.005270818458848615,0.0009477832137696898,0.1798170855569039,0.17520517798124297,1.1435596496541375e-18,-9.388979399329948e-12,-8.573833040372246e-12
diagnostic,length,0.15000000000000002,0.005506892193364462,0.005371628807924928,0.0009538834604977863,0.17757806702698684,0.17321629460027738,1.2405865369032134e-18,-1.62590679508425e-11,-1.6020147967385905e-11
diagnostic,length,0.2,0.005661653558891462,0.005527092976212604,0.0009639533624284932,0.17440512880408146,0.17026004018112917,1.2977970941893959e-18,-2.3107875684057066e-11,-2.345709670187398e-11
diagnostic,length,0.25,0.0058693045199887635,0.00573276629375803,0.0009778702912357545,0.1705756420422166,0.16660752358400832,1.556391348548208e-19,-2.9935402598973635e-11,-3.088467924383648e-11
diagnostic,length,0.30000000000000004,0.006124467749257472,0.005983473396245493,0.000995472913164461,0.1663704084970278,0.16254031434570812,1.3500507027085583e-18,-3.6741648695592225e-11,-3.830289559327342e-11
diagnostic,length,0.35000000000000003,0.006421481917043116,0.006273817839393075,0.0010165697851230468,0.16203367887732442,0.15830766141768476,1.2575469585642553e-18,-4.3526613973912824e-11,-4.571174575018477e-11
diagnostic,length,0.4,0.006754828639278021,0.006598569433883056,0.001040948475201549,0.15775365943053854,0.15410434976079704,1.410677676800736e-18,-5.029029843393542e-11,-5.3111229714570554e-11
diagnostic,length,0.45,0.007119406226434325,0.006952908654602392,0.0010683843507100239,0.15366005851419032,0.1500664966613532,1.4061763985929017e-18,-5.703270207566005e-11,-6.050134748643074e-11
diagnostic,length,0.5,0.007510668094374515,0.007332547363521992,0.0010986483998432202,0.14983174951024306,0.14627838509680743,1.9402229279502291e-19,-6.375382489908666e-11,-6.788209906576538e-11
diagnostic,length,0.55,0.007924662804599383,0.007733760715908007,0.0011315137139833494,0.14630834280350508,0.14278383091916946,1.4117421266563695e-18,-7.04536669042153e-11,-7.525348445257442e-11
diagnostic,length,0.6000000000000001,0.00835801298427017,0.00815336437779709,0.0011667604965051963,0.14310172371082433,0.13959783248734436,1.7585452178068624e-18,-7.713222809104598e-11,-8.26155036468579e-11
diagnostic,length,0.65,0.008807862207127164,0.008588663367306862,0.001204179646189077,0.14020571009603677,0.13671644922131915,2.022662643279638e-18,-8.378950845957863e-11,-8.996815664861579e-11
diagnostic,length,0.7000000000000001,0.009271809284607377,0.00903739000432575,0.0012435750790384086,0.13760334327091905,0.13412431607096725,1.9668231769450977e-18,-9.042550800981332e-11,-9.731144345784811e-11
diagnostic,length,0.75,0.009747841468571725,0.009497641267032302,0.0012847650084482605,0.1352720083151453,0.1317999490031209,2.616648557666003e-19,-9.704022674174998e-11,-1.0464536407455483e-10
diagnostic,length,0.8,0.010234272534897787,0.009967820879097053,0.0013275824153245882,0.13318682502698112,0.12971927519007068,1.786252953884657e-18,-1.0363366465538868e-10,-1.1196991849873602e-10
diagnostic,length,0.8500000000000001,0.010729688274903549,0.010446588362325322,0.0013718749231775502,0.1313227702285172,0.12785785458337393,2.2025413367056168e-18,-1.1020582175072941e-10,-1.192851067303916e-10
diagnostic,length,0.9,0.011232899971535582,0.010932815540360963,0.0014175042620839272,0.12965592045808233,0.1261921913019714,2.127866877801634e-18,-1.1675669802777214e-10,-1.265909287695216e-10
diagnostic,length,0.9500000000000001,0.011742905441172881,0.011425550085699423,0.0014643454694938328,0.12816411100649355,0.1247004394976695,2.3095658574054562e-18,-1.232862934865169e-10,-1.3388738461612605e-10
diagnostic,length,1.0,0.012258856788706446,0.011923985314301309,0.0015122859411653854,0.12682722271987287,0.12336272192677779,3.0812024124014233e-19,-1.297946081269636e-10,-1.4117447427020488e-10
diagnostic,edit_length,0.0,0.005397797168282855,0.006835331460865341,0.0017789062379682016,0.2602516422434027,0.32956151972900205,3.247478133683451e-19,3.415687256044116e-11,2.7661170103668997e-11
diagnostic,edit_length,0.05,0.005372784031937765,0.006798848746940248,0.001775519573939718,0.26115003289913935,0.33046546508949354,1.1493561664967501e-18,6.323996036071133e-12,-7.540661163249956e-12
diagnostic,edit_length,0.1,0.005409561661877123,0.006807475129066362,0.0017754633534980647,0.26081084687584716,0.32820835854600044,1.1763513600943108e-18,-2.147863646706829e-11,-4.2645946398701593e-11
diagnostic,edit_length,0.15000000000000002,0.005506892193364462,0.006861040462433846,0.0017787378924385472,0.25925191699096434,0.3230021271492912,1.2879061037792006e-18,-4.925102494897714e-11,-7.765468560268593e-11
diagnostic,edit_length,0.2,0.005661653558891462,0.006958507028570311,0.001785324863600313,0.2565672286124175,0.3153362961950422,1.305933839923843e-18,-7.699316940965538e-11,-1.1256687877520293e-10
diagnostic,edit_length,0.25,0.0058693045199887635,0.007098066578398747,0.0017951878050479462,0.25291222408524133,0.3058603960544516,3.2790118527251685e-19,-1.0470506984910303e-10,-1.4738252591625265e-10
diagnostic,edit_length,0.30000000000000004,0.006124467749257472,0.0072772978145264405,0.00180827311278105,0.2484813949995972,0.2952539203101011,1.4419246152428095e-18,-1.3238672626732014e-10,-1.8210162702583509e-10
diagnostic,edit_length,0.35000000000000003,0.006421481917043116,0.007493354593001208,0.0018245114561524414,0.24348393413232236,0.28412623125357483,1.3721620268570118e-18,-1.600381386643066e-10,-2.1672418210395018e-10
diagnostic,edit_length,0.4,0.006754828639278021,0.007743154904611179,0.0018438195315883654,0.23812251650684915,0.27296318382777496,1.432674692598816e-18,-1.8765930704006242e-10,-2.5125019115059795e-10
diagnostic,edit_length,0.45,0.007119406226434325,0.008023547715466442,0.001866102056349709,0.2325781714680343,0.26211484455274936,1.4516172528387817e-18,-2.1525023139458774e-10,-2.856796541657784e-10
diagnostic,edit_length,0.5,0.007510668094374515,0.00833144484787245,0.0018912538995515876,0.22700191072314974,0.2518090103020443,3.666795197269033e-19,-2.428109117278824e-10,-3.200125711494915e-10
diagnostic,edit_length,0.55,0.007924662804599383,0.00866391446224654,0.0019191622517745078,0.22151214213129153,0.24217588799622466,1.3926831321727446e-18,-2.7034134803994656e-10,-3.5424894210173744e-10
diagnostic,edit_length,0.6000000000000001,0.00835801298427017,0.009018239274399424,0.0019497087456627814,0.2161961649429205,0.23327419439669989,1.8873850245589784e-18,-2.9784154033078013e-10,-3.8838876702251597e-10
diagnostic,edit_length,0.65,0.008807862207127164,0.009391946052694642,0.001982771455665599,0.21111401668419105,0.22511381411725265,1.955661908880153e-18,-3.25311488600383e-10,-4.2243204591182716e-10
diagnostic,edit_length,0.7000000000000001,0.009271809284607377,0.009782813856367884,0.0020182267231659713,0.20630329400086211,0.21767345091065848,1.9068030617587445e-18,-3.5275119284875536e-10,-4.563787787696711e-10
diagnostic,edit_length,0.75,0.009747841468571725,0.010188867870630752,0.0020559507715436284,0.20178402523698177,0.21091343946988408,4.044972560331059e-19,-3.8016065307589707e-10,-4.902289655960475e-10
diagnostic,edit_length,0.8,0.010234272534897787,0.010608364401132284,0.0020958210925866453,0.19756307507337773,0.20478456924418587,1.871035792639746e-18,-4.0753986928180825e-10,-5.239826063909569e-10
diagnostic,edit_length,0.8500000000000001,0.010729688274903549,0.011039771161326704,0.0021377176000262283,0.19363785433477482,0.19923389620053472,1.9627434047320467e-18,-4.3488884146648885e-10,-5.57639701154399e-10
diagnostic,edit_length,0.9,0.011232899971535582,0.011481745710775914,0.0021815235572882016,0.18999929211468128,0.19420840235524492,2.2465685386131174e-18,-4.622075696299387e-10,-5.912002498863736e-10
diagnostic,edit_length,0.9500000000000001,0.011742905441172881,0.011933113888863749,0.0022271262947474372,0.1866341271431124,0.18965717691455683,2.324614006833713e-18,-4.89496053772158e-10,-6.246642525868809e-10
diagnostic,edit_length,1.0,0.012258856788706446,0.012392849343370404,0.002274417737074293,0.18352661878287096,0.18553261338117724,4.808996922354048e-19,-5.167542938931468e-10,-6.580317092559209e-10
reporting,edit,0.0,0.00507466510581043,0.008326051962051932,0.0037824959992066036,0.45429646805548135,0.7453685948410057,3.4095346944718755e-19,6.313579783163626e-11,2.3363203581517023e-11
reporting,edit,0.05,0.005087237294232755,0.008312229629466147,0.003776655420036355,0.45434926468446357,0.7423784662684859,1.2806252849630987e-18,-5.3771572056691174e-11,-1.4160194851329883e-10
