scenario,bias_sd,assumed_beta,audit_cost,budget,policy,reps,regret_mean,regret_mcse,regret_lo,regret_hi,overlap_mean,overlap_mcse,overlap_lo,overlap_hi,mse_mean,mse_mcse,mse_lo,mse_hi,coverage_mean,coverage_mcse,coverage_lo,coverage_hi,spent_mean,spent_mcse,spent_lo,spent_hi,validation_fraction_mean,validation_fraction_mcse,validation_fraction_lo,validation_fraction_hi,regular_packets_mean,regular_packets_mcse,regular_packets_lo,regular_packets_hi,validation_packets_mean,validation_packets_mcse,validation_packets_lo,validation_packets_hi,posterior_sd_mean,posterior_sd_mcse,posterior_sd_lo,posterior_sd_hi,repeat_floor_mean,repeat_floor_mcse,repeat_floor_lo,repeat_floor_hi,regret_diff_uniform_mean,regret_diff_uniform_mcse,regret_diff_uniform_lo,regret_diff_uniform_hi,overlap_diff_uniform_mean,overlap_diff_uniform_mcse,overlap_diff_uniform_lo,overlap_diff_uniform_hi,regret_diff_ordinary_kg_mean,regret_diff_ordinary_kg_mcse,regret_diff_ordinary_kg_lo,regret_diff_ordinary_kg_hi,overlap_diff_ordinary_kg_mean,overlap_diff_ordinary_kg_mcse,overlap_diff_ordinary_kg_lo,overlap_diff_ordinary_kg_hi
gaussian,0.0,0.0,2,40,uniform,2000,0.15798510985696923,0.0017036951625746866,0.15464586733832283,0.16132435237561563,0.50525,0.0035289351002066806,0.4983332872035949,0.512166712796405,0.07156965929744864,0.00036756780910397063,0.07084922639160486,0.07229009220329242,0.95095,0.0007688265715677197,0.9494430999197272,0.9524569000802727,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.2662704669784673,1.6985918050881142e-05,0.2662371745790876,0.266303759377847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04791962390820237,0.0015681822354653048,0.04484598672669037,0.050993261089714366,-0.0739375,0.0033299509881778793,-0.08046420393682864,-0.06741079606317137
gaussian,0.0,0.0,2,40,uniform_blind,2000,0.15798510985696923,0.0017036951625746866,0.15464586733832283,0.16132435237561563,0.50525,0.0035289351002066806,0.4983332872035949,0.512166712796405,0.07156965929744864,0.00036756780910397063,0.07084922639160486,0.07229009220329242,0.95095,0.0007688265715677197,0.9494430999197272,0.9524569000802727,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.2662704669784673,1.6985918050881142e-05,0.2662371745790876,0.266303759377847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04791962390820237,0.0015681822354653048,0.04484598672669037,0.050993261089714366,-0.0739375,0.0033299509881778793,-0.08046420393682864,-0.06741079606317137
gaussian,0.0,0.0,2,40,uncertainty,2000,0.1494044257002883,0.0016188662859528045,0.1462314477798208,0.1525774036207558,0.5148125,0.0035025023102193014,0.5079475954719702,0.5216774045280298,0.06855485237773251,0.0003484222209206943,0.06787194482472796,0.06923775993073707,0.9505249999999998,0.0007773202691943969,0.9490014522723789,0.9520485477276208,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.2620418273530225,2.4831550196201783e-18,0.2620418273530225,0.2620418273530225,0.0,0.0,0.0,0.0,-0.008580684156680889,0.0015062138213345932,-0.011532863246496692,-0.005628505066865086,0.0095625,0.0029976851243797213,0.003687037156215746,0.015437962843784254,0.03933893975152148,0.0013754267370820511,0.036643103346840664,0.0420347761562023,-0.064375,0.002966397974981271,-0.0701891400309633,-0.05856085996903671
gaussian,0.0,0.0,2,40,boundary,2000,0.10944407265407087,0.0013559185023933437,0.10678647238937991,0.11210167291876183,0.5814375,0.0034184650793337512,0.5747373084445059,0.5881376915554942,0.07305510904625251,0.00036506616303712497,0.07233957936669974,0.07377063872580528,0.9503999999999999,0.0007567736472529867,0.948916723651384,0.9518832763486158,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.2683448594991194,2.8648892090861256e-05,0.2682887076706213,0.2684010113276175,0.0,0.0,0.0,0.0,-0.04854103720289834,0.0015928948902661304,-0.05166311118781995,-0.04541896321797673,0.0761875,0.0033526215425363384,0.06961636177662878,0.08275863822337123,-0.0006214132946959614,0.0006755239597015456,-0.0019454402557109907,0.0007026136663190679,0.00225,0.0015125062272743778,-0.0007145122054577806,0.00521451220545778
gaussian,0.0,0.0,2,40,bias_blind_kg,2000,0.11006548594876682,0.0013528420734071627,0.10741391548488878,0.11271705641264486,0.5791875,0.003440266179755396,0.5724445782876794,0.5859304217123206,0.07374004205968268,0.00037222787424139747,0.07301047542616954,0.07446960869319583,0.9500874999999999,0.0007554801764596548,0.9486067588541389,0.9515682411458608,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.2693023685130495,3.3433727535150644e-05,0.2692368384070806,0.2693678986190184,0.0,0.0,0.0,0.0,-0.04791962390820237,0.0015681822354653048,-0.050993261089714366,-0.04484598672669037,0.0739375,0.0033299509881778793,0.06741079606317137,0.08046420393682864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gaussian,0.0,0.0,2,40,ordinary_kg,2000,0.11006548594876682,0.0013528420734071627,0.10741391548488878,0.11271705641264486,0.5791875,0.003440266179755396,0.5724445782876794,0.5859304217123206,0.07374004205968268,0.00037222787424139747,0.07301047542616954,0.07446960869319583,0.9500874999999999,0.0007554801764596548,0.9486067588541389,0.9515682411458608,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.2693023685130495,3.3433727535150644e-05,0.2692368384070806,0.2693678986190184,0.0,0.0,0.0,0.0,-0.04791962390820237,0.0015681822354653048,-0.050993261089714366,-0.04484598672669037,0.0739375,0.0033299509881778793,0.06741079606317137,0.08046420393682864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gaussian,0.0,0.0,2,40,two_channel_uniform,2000,0.1734384932291349,0.0017572338829090362,0.1699943148186332,0.1768826716396366,0.485,0.003413376344476904,0.47830978236482524,0.49169021763517473,0.07600008480655313,0.00038574729498605184,0.07524402010838047,0.07675614950472578,0.9505624999999999,0.0007743854875426437,0.9490447044444162,0.9520802955555835,40.0,0.0,40.0,40.0,0.654925,0.001983485390580763,0.6510373686344617,0.6588126313655382,13.803,0.07933941562323053,13.647494745378468,13.958505254621533,13.0985,0.03966970781161527,13.020747372689234,13.176252627310765,0.2753638953912221,3.127526297645899e-05,0.2753025958757882,0.27542519490665596,0.0,0.0,0.0,0.0,0.015453383372165714,0.001650545237349277,0.012218314706961131,0.018688452037370296,-0.02025,0.0031861586673495664,-0.02649487098800515,-0.014005129011994851,0.06337300728036808,0.001742184113921322,0.05995832641708229,0.06678768814365388,-0.0941875,0.003494995875528322,-0.10103769191603551,-0.08733730808396448
gaussian,0.0,0.0,2,40,balanced_mix,2000,0.16870112954757388,0.0017367847689252838,0.16529703140048033,0.17210522769466743,0.4876875,0.003440970438794168,0.48094319793996343,0.49443180206003656,0.0748299307171344,0.00038548200599595496,0.07407438598538232,0.07558547544888647,0.9510749999999998,0.0007742153396801808,0.9495575379342266,0.952592462065773,40.0,0.0,40.0,40.0,0.48895,0.0021517466758144274,0.4847325765154037,0.4931674234845963,20.442,0.0860698670325771,20.27330306061615,20.61069693938385,9.779,0.04303493351628855,9.694651530308075,9.863348469691925,0.2730128758651696,3.3449174557830895e-05,0.27294731548303625,0.27307843624730294,0.0,0.0,0.0,0.0,0.01071601969060471,0.001734239665476148,0.00731690994627146,0.014115129434937961,-0.0175625,0.0034545299876528493,-0.024333378775799587,-0.010791621224200416,0.05863564359880708,0.0016755018595549856,0.05535165995407931,0.06191962724353485,-0.0915,0.0034876506208946323,-0.09833579521695347,-0.08466420478304652
gaussian,0.0,0.0,2,40,validation_only,2000,0.17894250561038136,0.001799018927205661,0.17541642851305828,0.18246858270770444,0.4776875,0.003460044201280152,0.47090581336549087,0.4844691866345091,0.07895039665508284,0.0003975273945830642,0.07817124296170004,0.07972955034846564,0.950325,0.000773544680795229,0.9488088524256413,0.9518411475743587,40.0,0.0,40.0,40.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,20.0,0.2804274623595478,1.0203721251718845e-05,0.2804074630658944,0.28044746165320117,0.0,0.0,0.0,0.0,0.020957395753412142,0.001886037738085986,0.01726076178676361,0.024654029720060675,-0.0275625,0.003668639394159255,-0.03475303321255214,-0.020371966787447862,0.06887701966161451,0.0018376736972148585,0.06527517921507339,0.07247886010815563,-0.1015,0.003727584330698802,-0.10880606528816966,-0.09419393471183035
gaussian,0.0,0.0,2,40,two_channel_kg,2000,0.11006548594876682,0.0013528420734071627,0.10741391548488878,0.11271705641264486,0.5791875,0.003440266179755396,0.5724445782876794,0.5859304217123206,0.07374004205968268,0.00037222787424139747,0.07301047542616954,0.07446960869319583,0.9500874999999999,0.0007554801764596548,0.9486067588541389,0.9515682411458608,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.2693023685130495,3.3433727535150644e-05,0.2692368384070806,0.2693678986190184,0.0,0.0,0.0,0.0,-0.04791962390820237,0.0015681822354653048,-0.050993261089714366,-0.04484598672669037,0.0739375,0.0033299509881778793,0.06741079606317137,0.08046420393682864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
